timestamp,open,high,low,close,volume
2017-03-10,843.2800,844.9100,839.5000,843.2500,1704024
2017-03-09,836.0000,842.0000,834.2100,838.6800,1261517
2017-03-08,833.5100,838.1500,831.7900,835.3700,989773
2017-03-07,827.4000,833.4100,826.5200,831.9100,1037630
2017-03-06,826.9500,828.8800,822.4000,827.7800,1109037
2017-03-03,830.5600,831.3600,825.7510,829.0800,896378
2017-03-02,833.8500,834.5100,829.6400,830.6300,942476
2017-03-01,828.8500,836.2550,827.2600,835.2400,1496540
2017-02-28,825.6100,828.5400,820.2000,823.2100,2260769
2017-02-27,824.5500,830.5000,824.0000,829.2800,1101466
2017-02-24,827.7300,829.0000,824.2000,828.6400,1392202
2017-02-23,830.1200,832.4600,822.8800,831.3300,1472771
2017-02-22,828.6600,833.2500,828.6400,830.7600,987248
2017-02-21,828.6600,833.4500,828.3500,831.6600,1262337
2017-02-17,823.0200,828.0700,821.6550,828.0700,1611039
2017-02-16,819.9300,824.4000,818.9800,824.1600,1287626
2017-02-15,819.3600,823.0000,818.4700,818.9800,1313617
2017-02-14,819.0000,823.0000,816.0000,820.4500,1054732
2017-02-13,816.0000,820.9590,815.4900,819.2400,1213324
2017-02-10,811.7000,815.2500,809.7800,813.6700,1134976
2017-02-09,809.5100,810.6600,804.5400,809.5600,990391
2017-02-08,807.0000,811.8400,803.1903,808.3800,1155990
2017-02-07,803.9900,810.5000,801.7800,806.9700,1241221
2017-02-06,799.7000,801.6700,795.2501,801.3400,1184483
2017-02-03,802.9900,806.0000,800.3700,801.4900,1463448
2017-02-02,793.8000,802.7000,792.0000,798.5300,1532138
2017-02-01,799.6800,801.1900,791.1900,795.6950,2029744
2017-01-31,796.8600,801.2500,790.5200,796.7900,2160556
2017-01-30,814.6600,815.8400,799.8000,802.3200,3246573
2017-01-27,834.7100,841.9500,820.4400,823.3100,2965771
