timestamp,open,high,low,close,volume
2017-04-24,851.2000,863.4500,849.8600,862.7600,1371581
2017-04-21,842.8800,843.8800,840.6000,843.1900,1323583
2017-04-20,841.4400,845.2000,839.3200,841.6500,959031
2017-04-19,839.7900,842.2200,836.2900,838.2100,954330
2017-04-18,834.2200,838.9300,832.7100,836.8200,836722
2017-04-17,825.0100,837.7500,824.4700,837.1700,895015
2017-04-13,822.1400,826.3800,821.4400,823.5600,1122362
2017-04-12,821.9300,826.6600,821.0200,824.3200,900480
2017-04-11,824.7100,827.4270,817.0200,823.3500,1079732
2017-04-10,825.3900,829.3500,823.7700,824.7300,978905
2017-04-07,827.9600,828.4850,820.5130,824.6700,1056692
2017-04-06,832.4000,836.3900,826.4600,827.8800,1254433
2017-04-05,835.5100,842.4500,830.7200,831.4100,1555328
2017-04-04,831.3600,835.1800,829.0360,834.5700,1045363
2017-04-03,829.2200,840.8500,829.2200,838.5500,1671503
2017-03-31,828.9700,831.6400,827.3900,829.5600,1401893
2017-03-30,833.5000,833.6800,829.0000,831.5000,1055339
2017-03-29,825.0000,832.7650,822.3801,831.4100,1786321
2017-03-28,820.4100,825.9900,814.0270,820.9200,1620542
2017-03-27,806.9500,821.6300,803.3700,819.5100,1894990
2017-03-24,820.0800,821.9300,808.8900,814.4300,1981006
2017-03-23,821.0000,822.5700,812.2570,817.5800,3487056
2017-03-22,831.9100,835.5500,827.1801,829.5900,1401465
2017-03-21,851.4000,853.5000,829.0200,830.4600,2463484
2017-03-20,850.0100,850.2200,845.1500,848.4000,1231521
2017-03-17,851.6100,853.4000,847.1100,852.1200,1716471
2017-03-16,849.0300,850.8500,846.1300,848.7800,977560
2017-03-15,847.5900,848.6300,840.7700,847.2000,1381474
2017-03-14,843.6400,847.2400,840.8000,845.6200,780198
2017-03-13,844.0000,848.6850,843.2500,845.5400,1223647
