timestamp,open,high,low,close,volume
2017-07-19,967.8400,973.0400,964.0300,970.8900,1212814
2017-07-18,953.0000,968.0400,950.6000,965.4000,1131130
2017-07-17,957.0000,960.7400,949.2410,953.4200,1141026
2017-07-14,952.0000,956.9100,948.0050,955.9900,1017632
2017-07-13,946.2900,954.4500,943.0100,947.1600,1291782
2017-07-12,938.6800,946.3000,934.4700,943.8300,1505982
2017-07-11,929.5400,931.4300,922.0000,930.0900,1093281
2017-07-10,921.7700,930.3800,919.5900,928.8000,1189085
2017-07-07,908.8500,921.5400,908.8500,918.5900,1588034
2017-07-06,904.1200,914.9444,899.7000,906.6900,1409533
2017-07-05,901.7600,914.5100,898.5000,911.7100,1743497
2017-07-03,912.1800,913.9400,894.7900,898.7000,1710189
2017-06-30,926.0500,926.0500,908.3100,908.7300,2035931
2017-06-29,929.9200,931.2600,910.6200,917.7900,3248393
2017-06-28,929.0000,942.7500,916.0000,940.4900,2712222
2017-06-27,942.4600,948.2900,926.8500,927.3300,2553771
2017-06-26,969.9000,973.3100,950.7900,952.2700,1581031
2017-06-23,956.8300,966.0000,954.2000,965.5900,1394008
2017-06-22,958.7000,960.7200,954.5500,957.0900,940373
2017-06-21,953.6400,960.1000,950.7600,959.4500,1192342
2017-06-20,957.5200,961.6200,950.0100,950.6300,1111840
2017-06-19,949.9600,959.9900,949.0500,957.3700,1494191
2017-06-16,940.0000,942.0400,931.5950,939.7800,2921393
2017-06-15,933.9700,943.3390,924.4400,942.3100,2055953
2017-06-14,959.9200,961.1500,942.2500,950.7600,1477033
2017-06-13,951.9100,959.9800,944.0900,953.4000,1995350
2017-06-12,939.5600,949.3550,915.2330,942.9000,3731589
2017-06-09,984.5000,984.5000,935.6300,949.8300,3270248
2017-06-08,982.3500,984.5700,977.2000,983.4100,1451232
2017-06-07,980.0000,983.9800,975.9400,980.9400,1429834
