timestamp,open,high,low,close,volume
2017-10-12,987.4500,994.1200,985.0000,987.8300,1259082
2017-10-11,973.7200,990.7100,972.2500,989.2500,1663731
2017-10-10,980.0000,981.5700,966.0800,972.6000,956419
2017-10-09,980.0000,985.4250,976.1100,977.0000,886700
2017-10-06,966.7000,979.4600,963.3600,978.8900,1142699
2017-10-05,955.4900,970.9100,955.1800,969.9600,1202101
2017-10-04,957.0000,960.3900,950.6900,951.6800,881380
2017-10-03,954.0000,958.0000,949.1400,957.7900,881562
2017-10-02,959.9800,962.5400,947.8400,953.2700,1222026
2017-09-29,952.0000,959.7860,951.5100,959.1100,1533133
2017-09-28,941.3600,950.6900,940.5500,949.5000,959648
2017-09-27,927.7400,949.9000,927.7400,944.4900,2202959
2017-09-26,923.7200,930.8200,921.1400,924.8600,1652848
2017-09-25,925.4500,926.4000,909.7000,920.9700,1822881
2017-09-22,927.7500,934.7300,926.4800,928.5300,1038551
2017-09-21,933.0000,936.5300,923.8300,932.4500,1207656
2017-09-20,922.9800,933.8800,922.0000,931.5800,1518166
2017-09-19,917.4200,922.4200,912.5500,921.8100,902415
2017-09-18,920.0100,922.0800,910.6000,915.0000,1263456
2017-09-15,924.6600,926.4900,916.3600,920.2900,2475031
2017-09-14,931.2500,932.7700,924.0000,925.1100,1389012
2017-09-13,930.6600,937.2500,929.8600,935.0900,1066051
2017-09-12,932.5900,933.4800,923.8610,932.0700,1120449
2017-09-11,934.2500,938.3800,926.9200,929.0800,1247138
2017-09-08,936.4900,936.9900,924.8800,926.5000,993832
2017-09-07,931.7300,936.4100,923.6200,935.9500,1200257
2017-09-06,930.1500,930.9150,919.2700,927.8100,1468808
2017-09-05,933.0800,937.0000,921.9600,928.4500,1202163
2017-09-01,941.1300,942.4800,935.1500,937.3400,913404
2017-08-31,931.7600,941.9800,931.7600,939.3300,1553301
