timestamp,open,high,low,close,volume
2017-11-24,1035.8700,1043.1800,1035.0000,1040.6100,536958
2017-11-22,1035.0000,1039.7060,1031.4300,1035.9600,716661
2017-11-21,1023.3100,1035.1100,1022.6550,1034.4900,1083715
2017-11-20,1020.2600,1022.6100,1017.5000,1018.3800,894844
2017-11-17,1034.0100,1034.4200,1017.7500,1019.0900,1350144
2017-11-16,1022.5200,1035.9200,1022.5200,1032.5000,1129423
2017-11-15,1019.2100,1024.0900,1015.4200,1020.9100,859951
2017-11-14,1022.5900,1026.8100,1014.1500,1026.0000,947273
2017-11-13,1023.4200,1031.5800,1022.5700,1025.7500,878969
2017-11-10,1026.4600,1030.7600,1025.2800,1028.0700,719227
2017-11-09,1033.9900,1033.9900,1019.6660,1031.2600,1236903
2017-11-08,1030.5200,1043.5220,1028.4500,1039.8500,1088716
2017-11-07,1027.2700,1033.9700,1025.1300,1033.3300,1089887
2017-11-06,1028.9900,1034.8700,1025.0000,1025.9000,1119131
2017-11-03,1022.1100,1032.6500,1020.3100,1032.4800,1058037
2017-11-02,1021.7600,1028.0900,1013.0100,1025.5800,1008190
2017-11-01,1017.2100,1029.6700,1016.9500,1025.5000,1360900
2017-10-31,1015.2200,1024.0000,1010.4200,1016.6400,1324961
2017-10-30,1014.0000,1024.9700,1007.5000,1017.1100,2074619
2017-10-27,1009.1900,1048.3900,1008.2000,1019.2700,5125791
2017-10-26,980.0000,987.6000,972.2000,972.5600,1660850
2017-10-25,968.3700,976.0900,960.5200,973.3300,1162606
2017-10-24,970.0000,972.2300,961.0000,970.5400,1155231
2017-10-23,989.5200,989.5200,966.1200,968.4500,1431886
2017-10-20,989.4400,991.0000,984.5800,988.2000,1120038
2017-10-19,986.0000,988.8800,978.3900,984.4500,1282755
2017-10-18,991.7700,996.7200,986.9750,992.8100,1022521
2017-10-17,990.2900,996.4400,988.5900,992.1800,1266399
2017-10-16,992.1000,993.9070,984.0000,992.0000,900751
2017-10-13,992.0000,997.2100,989.0000,989.6800,1143907
