timestamp,open,high,low,close,volume
2018-01-09,1109.4000,1110.5700,1101.2300,1106.2600,897400
2018-01-08,1102.2300,1111.2700,1101.6200,1106.9400,1003098
2018-01-05,1094.0000,1104.2500,1092.0000,1102.2300,1210974
2018-01-04,1088.0000,1093.5700,1084.0000,1086.4000,990510
2018-01-03,1064.3100,1086.2900,1063.2100,1082.4800,1416093
2018-01-02,1048.3400,1066.9400,1045.2300,1065.0000,1223114
2017-12-29,1046.7200,1049.7000,1044.9000,1046.4000,867943
2017-12-28,1051.6000,1054.7500,1044.7700,1048.1400,829623
2017-12-27,1057.3900,1058.3700,1048.0500,1049.3700,1214775
2017-12-26,1058.0700,1060.1200,1050.2000,1056.7400,756324
2017-12-22,1061.1100,1064.2000,1059.4400,1060.1200,734566
2017-12-21,1064.9500,1069.3300,1061.7900,1063.6300,974594
2017-12-20,1071.7800,1073.3800,1061.5200,1064.9500,1266115
2017-12-19,1075.2000,1076.8400,1063.5500,1070.6800,1254615
2017-12-18,1066.0800,1078.4900,1062.0000,1077.1400,1531522
2017-12-15,1054.6100,1067.6200,1049.5000,1064.1900,3142760
2017-12-14,1045.0000,1058.5000,1043.1100,1049.1500,1545616
2017-12-13,1046.1200,1046.6600,1038.3800,1040.6100,1207286
2017-12-12,1039.6300,1050.3100,1033.6900,1040.4800,1269883
2017-12-11,1035.5000,1043.8000,1032.0500,1041.1000,1119052
2017-12-08,1037.4900,1042.0500,1032.5200,1037.0500,1277894
2017-12-07,1020.4300,1034.2400,1018.0700,1030.9300,1387107
2017-12-06,1001.5000,1024.9700,1001.1400,1018.3800,1254837
2017-12-05,995.9400,1020.6100,988.2800,1005.1500,2023376
2017-12-04,1012.6600,1016.1000,995.5700,998.6800,1891408
2017-12-01,1015.8000,1022.4900,1002.0200,1010.1700,1908944
2017-11-30,1022.3700,1028.4900,1015.0000,1021.4100,1722913
2017-11-29,1042.6800,1044.0800,1015.6500,1021.6600,2438875
2017-11-28,1055.0900,1062.3800,1040.0000,1047.4100,1341000
2017-11-27,1040.0000,1055.4600,1038.4400,1054.2100,1284354
