timestamp,open,high,low,close,volume
2018-02-22,1116.1900,1122.8200,1105.1300,1109.5706,878932
2018-02-21,1106.4700,1133.9700,1106.3300,1111.3400,1507091
2018-02-20,1090.5700,1113.9500,1088.5200,1102.4600,1381603
2018-02-16,1088.4100,1104.6700,1088.3100,1094.8000,1664969
2018-02-15,1079.0700,1091.4800,1064.3400,1089.5200,1777694
2018-02-14,1048.9500,1071.7200,1046.7500,1069.7000,1515444
2018-02-13,1045.0000,1058.3700,1044.0900,1052.1000,1209341
2018-02-12,1048.0000,1061.5000,1040.9300,1051.9400,2038875
2018-02-09,1017.2500,1043.9700,992.5600,1037.7800,3267883
2018-02-08,1055.4100,1058.6200,1000.6600,1001.5200,2720942
2018-02-07,1081.5400,1081.7800,1048.2600,1048.5800,2331374
2018-02-06,1027.1800,1081.7100,1023.1400,1080.6000,3360727
2018-02-05,1090.6000,1110.0000,1052.0300,1055.8000,3336352
2018-02-02,1122.0000,1123.0700,1107.2800,1111.9000,4758496
2018-02-01,1162.6100,1174.0000,1157.5200,1167.7000,1974700
2018-01-31,1170.5700,1173.0000,1159.1300,1169.9400,1486793
2018-01-30,1167.8300,1176.5200,1163.5200,1163.6900,1400132
2018-01-29,1176.4800,1186.8900,1171.9800,1175.5800,1299218
2018-01-26,1175.0800,1175.8400,1158.1100,1175.8400,1825680
2018-01-25,1172.5300,1175.9400,1162.7600,1170.3700,1326436
2018-01-24,1177.3300,1179.8600,1161.0500,1164.2400,1351237
2018-01-23,1159.8500,1171.6300,1158.7500,1169.9700,1199326
2018-01-22,1137.4900,1159.8800,1135.1100,1155.8100,1582504
2018-01-19,1131.8300,1137.8600,1128.3000,1137.5100,1361390
2018-01-18,1131.4100,1132.5100,1117.5000,1129.7900,1148920
2018-01-17,1126.2200,1132.6000,1117.0100,1131.9800,1146089
2018-01-16,1132.5100,1139.9100,1117.8300,1121.7600,1539230
2018-01-12,1102.4100,1124.2900,1101.1500,1122.2600,1701377
2018-01-11,1106.3000,1106.5300,1099.5900,1105.5200,962696
2018-01-10,1097.1000,1104.6000,1096.1100,1102.6100,1038917
